province,city,time,cum_confirm,cum_heal,cum_dead,累计重症病例,累计危重病例,confirm,heal,dead,新增重症病例数量,新增危重病例数量,武汉接触史,来源链接,数据来源,公告中是否有病例,其他
辽宁,辽阳,2020-01-29,1,0,,,,0,NA,0,,,,http://wsjk.ln.gov.cn/wst_wsjskx/,辽宁省卫生健康委员会,,
辽宁,铁岭,2020-01-29,2,0,,,,0,NA,0,,,,http://wsjk.ln.gov.cn/wst_wsjskx/,辽宁省卫生健康委员会,,
辽宁,朝阳,2020-01-29,4,0,,,,1,NA,0,,,,http://wsjk.ln.gov.cn/wst_wsjskx/,辽宁省卫生健康委员会,,
辽宁,盘锦,2020-01-29,2,0,,,,0,NA,0,,,,http://wsjk.ln.gov.cn/wst_wsjskx/,辽宁省卫生健康委员会,,
辽宁,葫芦岛,2020-01-29,4,0,,,,1,NA,0,,,,http://wsjk.ln.gov.cn/wst_wsjskx/,辽宁省卫生健康委员会,,
甘肃,甘肃,2020-01-29,26,,,6,,2,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,兰州,2020-01-29,14,,,4,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,白银,2020-01-29,1,,,0,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,临夏,2020-01-29,2,,,0,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,定西,2020-01-29,2,,,1,,1,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,张掖,2020-01-29,2,,,0,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,陇南,2020-01-29,1,,,0,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,金昌,2020-01-29,1,,,0,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,天水,2020-01-29,2,,,0,,1,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
甘肃,平凉,2020-01-29,1,,,1,,0,NA,,,,,http://wsjk.gansu.gov.cn/single/10910/83311.html,甘肃省卫生健康委员会,,
陕西,陕西,2020-01-29,63,,,,,7,NA,,1,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,是,
陕西,西安,2020-01-29,22,,,,,4,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,宝鸡,2020-01-29,4,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,咸阳,2020-01-29,5,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,铜川,2020-01-29,5,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,渭南,2020-01-29,5,,,,,1,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,韩城1例
陕西,延安,2020-01-29,3,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,榆林,2020-01-29,1,,,,,1,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,汉中,2020-01-29,6,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,安康,2020-01-29,10,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
陕西,商洛,2020-01-29,2,,,,,0,NA,,,,,http://sxwjw.shaanxi.gov.cn/art/2020/1/30/art_9_67543.html,陕西省卫生健康委员会,,
西藏,西藏,2020-01-29,1,,,,,1,NA,,,,,http://wjw.xizang.gov.cn/xwzx/wsjkdt/202001/t20200130_131185.html,西藏自治区卫生健康委员会,,
西藏,拉萨,2020-01-29,1,,,,,1,NA,,,,,http://wjw.xizang.gov.cn/xwzx/wsjkdt/202001/t20200130_131185.html,西藏自治区卫生健康委员会,,
云南,云南,2020-01-29,70,,,6,1,15,NA,,1,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,昆明,2020-01-29,21,,,,,6,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,西双版纳,2020-01-29,10,,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,玉溪,2020-01-29,6,,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,丽江,2020-01-29,6,,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,曲靖,2020-01-29,5,,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,保山,2020-01-29,5,,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,昭通,2020-01-29,4,,,,,2,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,红河,2020-01-29,4,,,,,2,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,大理,2020-01-29,4,,,,,1,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,普洱,2020-01-29,3,,,,,2,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
云南,德宏,2020-01-29,2,,,,,0,NA,,,,,http://ynswsjkw.yn.gov.cn/wjwWebsite/web/doc/UU158034716266939528,云南省卫生健康委员会,,
贵州,贵州,2020-01-29,12,1,,3,,3,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,贵阳,2020-01-29,1,1,,,,0,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,遵义,2020-01-29,1,0,,,,1,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,六盘水,2020-01-29,1,0,,,,0,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,毕节,2020-01-29,1,0,,,,1,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,铜仁,2020-01-29,2,0,,,,0,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,黔东南,2020-01-29,1,0,,,,1,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,黔南,2020-01-29,4,0,,,,0,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
贵州,黔西南,2020-01-29,1,0,,,,0,NA,,,,,http://www.gzhfpc.gov.cn/xwzx_500663/zwyw/202001/t20200130_46065620.html,贵州省卫生健康委员会,,
新疆,新疆,2020-01-29,14,0,,3,1,1,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
新疆,乌鲁木齐,2020-01-29,7,0,,2,1,1,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
新疆,伊犁,2020-01-29,4,0,,1,0,0,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
新疆,吐鲁番,2020-01-29,1,0,,0,0,0,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
新疆,第七师,2020-01-29,1,0,,0,0,0,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
新疆,石河子,2020-01-29,1,0,,0,0,0,NA,,,,,http://www.xjhfpc.gov.cn/info/1495/17669.htm,新疆维吾尔自治区卫生健康委员会,,
青海,青海,2020-01-29,6,0,0,0,0,0,NA,,,,,https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/30/1580345321069.html,青海省卫生健康委员会,,
青海,西宁,2020-01-29,6,0,0,0,0,0,NA,,,,,https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/30/1580345321069.html,青海省卫生健康委员会,,
宁夏,宁夏,2020-01-29,17,,,,,5,NA,,,,,http://wsjkw.nx.gov.cn/info/1140/13329.htm,宁夏回族自治区卫生健康委员会,,
宁夏,银川,2020-01-29,10,,,,,3,NA,,,,,http://wsjkw.nx.gov.cn/info/1140/13329.htm,宁夏回族自治区卫生健康委员会,,
宁夏,吴忠,2020-01-29,5,,,,,2,NA,,,,,http://wsjkw.nx.gov.cn/info/1140/13329.htm,宁夏回族自治区卫生健康委员会,,
宁夏,固原,2020-01-29,1,,,,,0,NA,,,,,http://wsjkw.nx.gov.cn/info/1140/13329.htm,宁夏回族自治区卫生健康委员会,,
宁夏,中卫,2020-01-29,1,,,,,0,NA,,,,,http://wsjkw.nx.gov.cn/info/1140/13329.htm,宁夏回族自治区卫生健康委员会,,
四川,四川,2020-01-29,142,1,1,,2,34,1,1,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,成都,2020-01-29,59,,,,,13,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,绵阳,2020-01-29,9,,,,,1,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,南充,2020-01-29,9,,,,,4,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,广安,2020-01-29,9,,,,,2,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,自贡,2020-01-29,7,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,达州,2020-01-29,6,,,,,2,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,泸州,2020-01-29,5,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,宜宾,2020-01-29,5,,,,,3,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,甘孜,2020-01-29,5,,,,,2,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,遂宁,2020-01-29,4,,,,,1,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,内江,2020-01-29,4,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,巴中,2020-01-29,4,,,,,2,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,德阳,2020-01-29,3,,,,,1,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,广元,2020-01-29,3,,,,,2,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,乐山,2020-01-29,2,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,雅安,2020-01-29,2,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,眉山,2020-01-29,2,,,,,1,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,资阳,2020-01-29,2,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
四川,凉山,2020-01-29,2,,,,,0,NA,,,,,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/1/30/fb5fa499f9b84d34a664f7b98ca2fdeb.shtml,四川省卫生健康委员会,,
海南,海南,2020-01-29,46,1,1,7,,3,NA,1,1（另3例重转轻）,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,海口,2020-01-29,9,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,三亚,2020-01-29,14,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,儋州,2020-01-29,5,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,琼海,2020-01-29,3,,,,,2,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,万宁,2020-01-29,8,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,东方,2020-01-29,1,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,澄迈,2020-01-29,2,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,临高,2020-01-29,1,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,陵水,2020-01-29,2,,,,,1,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
海南,琼中,2020-01-29,1,,,,,0,NA,,,,,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202001/t20200130_2741859.html,海南省卫生健康委员会,,
澳门,澳门,2020-01-29,7,,,,,0,NA,,,,,https://www.ssm.gov.mo/apps1/PreventWuhanInfection/ch.aspx#clg17044,澳门卫生局,,
湖南,湖南,2020-01-29,277,,,38(现有29）,,56,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,长沙,2020-01-29,57,,,4,,11,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,衡阳,2020-01-29,20,,,4,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,株洲,2020-01-29,18,,,1,,5,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,湘潭,2020-01-29,9,,,0,,1,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,邵阳,2020-01-29,29,,,5,,10,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,岳阳,2020-01-29,29,,,1,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,常德,2020-01-29,30,,,4,,4,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,张家界,2020-01-29,1,,,0,,1,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,益阳,2020-01-29,17,,,2,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,郴州,2020-01-29,10,,,0,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,永州,2020-01-29,14,,,1,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,怀化,2020-01-29,23,,,6,,5,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,娄底,2020-01-29,16,,,1,,3,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
湖南,湘西,2020-01-29,4,,,0,,1,NA,,,,,http://wjw.hunan.gov.cn/wjw/xxgk/gzdt/zyxw_1/202001/t20200130_11165870.html,湖南省卫生健康委员会,,
香港,香港,2020-01-29,10,,,,,2,NA,,,,,https://www.chp.gov.hk/files/pdf/enhanced_sur_pneumonia_wuhan_chi.pdf,香港卫生署,,
广西,广西,2020-01-29,78,2,,5,2,20,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,南宁,2020-01-29,15,0,,0,0,8,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,柳州,2020-01-29,10,0,,1,0,4,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,桂林,2020-01-29,18,0,,3,2,2,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,梧州,2020-01-29,4,1,,0,0,0,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,北海,2020-01-29,15,0,,0,0,2,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,防城港,2020-01-29,5,1,,1,0,0,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,玉林,2020-01-29,2,0,,0,0,0,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,百色,2020-01-29,2,0,,0,0,0,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,河池,2020-01-29,5,0,,0,0,2,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,钦州,2020-01-29,1,0,,0,0,1,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广西,贺州,2020-01-29,1,0,,0,0,1,NA,,,,,http://wsjkw.gxzf.gov.cn/gzdt/bt/2020/0130/68078.html,广西省卫生健康委员会,,
广东,广东,2020-01-29,311,6,,34,12,70,NA,1,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,深圳,2020-01-29,86,,,,,23,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,广州,2020-01-29,79,,,,,16,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,佛山,2020-01-29,25,,,,,7,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,珠海,2020-01-29,18,,,,,4,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,惠州,2020-01-29,17,,,,,5,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,中山,2020-01-29,16,,,,,4,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,汕头,2020-01-29,12,,,,,6,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,阳江,2020-01-29,10,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,湛江,2020-01-29,9,,,,,2,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,东莞,2020-01-29,7,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,清远,2020-01-29,6,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,揭阳,2020-01-29,6,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,肇庆,2020-01-29,5,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,梅州,2020-01-29,5,,,,,1,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,韶关,2020-01-29,4,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,茂名,2020-01-29,3,,,,,1,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,江门,2020-01-29,1,,,,,1,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,汕尾,2020-01-29,1,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
广东,河源,2020-01-29,1,,,,,0,NA,,,,,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_2880263.html,广东省卫生健康委员会,,
河南,河南,2020-01-29,278,2,2,37,4,72,NA,1,4,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,郑州,2020-01-29,46,,,,,6,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,开封,2020-01-29,4,,,,,1,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,洛阳,2020-01-29,2,,,,,0,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,平顶山,2020-01-29,8,,,,,3,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,安阳,2020-01-29,17,,,,,3,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,滑县1例
河南,鹤壁,2020-01-29,6,,,,,1,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,新乡,2020-01-29,12,,,,,5,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,长垣1例
河南,焦作,2020-01-29,2,,,,,0,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,濮阳,2020-01-29,1,,,,,0,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,许昌,2020-01-29,3,,,,,1,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,漯河,2020-01-29,11,,,,,2,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,三门峡,2020-01-29,5,,,,,1,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,南阳,2020-01-29,51,,,,,20,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,商丘,2020-01-29,18,,,,,4,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,周口,2020-01-29,25,,,,,6,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,信阳,2020-01-29,42,,,,,10,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
河南,驻马店,2020-01-29,25,,,,,9,NA,,,,,http://hnwsjsw.gov.cn/contents/854/48059.shtml,河南省卫生健康委员会,,
